id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
4831	contact interface	0.4523	0.266	5	205	235	6	2020
4832	contact material	0.7048	-0.1422	10	213	342	10	2013.4
4833	contact method	0.5891	-0.5028	2	153	160	4	2019
4834	contact mode	0.0633	-0.216	7	201	223	6	2015.8333
4835	contact pressure	0.5389	0.2491	5	201	232	6	2014.5
4836	contact resistance	0.2301	0.2463	5	1042	1802	51	2014.7451
4837	contact stress	0.6316	-0.5314	5	156	168	5	2016.2
4838	contact surface	0.6709	0.109	5	853	1202	27	2013.1852
4839	contact test	0.5679	0.0445	2	147	165	5	2014.6
4840	contact time	-0.5121	0.5648	1	539	756	17	2017.5882
4841	container	-0.0793	-0.1635	5	410	492	13	2017.6154
4842	contaminant	-0.3846	0.6828	1	788	1058	24	2019.9167
4843	contamination	0.5065	-0.2173	2	921	1351	31	2015.8387
4844	contender	-0.5132	0.1846	9	194	206	5	2019.2
4845	content	-0.0485	-0.0443	3	14179	67394	1785	2015.628
4846	content increase	0.1398	0.2136	5	1111	1808	50	2015.54
4847	context	-0.0196	-0.1455	4	1768	2892	72	2017.5278
4848	continuity	-0.2502	-0.3752	8	479	691	18	2017.4444
4849	continuous block	-0.5051	-0.6362	8	60	136	4	2015.5
4850	continuous carbon nanotube	-0.3369	-0.2179	4	113	124	4	2016.5
4851	continuous conductive network	-0.7171	0.5825	1	112	119	3	2019
4852	continuous decrease	1.0141	0.1332	5	221	261	6	2015
4853	continuous development	1.4006	0.1322	5	132	156	3	2017
4854	continuous distribution	-0.4989	0.8896	1	121	129	3	2019
4855	continuous dynamic recrystallization	0.8718	-0.6822	2	99	104	3	2018.6667
4856	continuous fiber	-0.2397	-0.3659	4	189	258	7	2017.8571
4857	continuous field	-0.2175	-1.823	4	57	171	3	2016
4858	continuous film	0.2533	0.472	1	152	163	5	2010.6
4859	continuous improvement	0.7111	-0.4174	2	134	149	4	2019.25
4860	continuous increase	0.2941	-0.0435	6	276	333	8	2016.125
4861	continuous interface	0.1349	-0.3876	6	93	97	3	2010.6667
4862	continuous layer	0.4873	-0.0584	6	230	331	8	2013.375
4863	continuous matrix	-0.6017	-0.5492	3	167	185	4	2013.25
4864	continuous medium	0.0825	-0.9483	4	104	110	3	2015.6667
4865	continuous microstructure	-0.4569	-0.6303	8	278	355	8	2014
4866	continuous monitoring	-0.5048	0.5039	8	132	143	3	2022.3333
4867	continuous nature	0.8254	-0.5869	2	54	119	3	2021.3333
4868	continuous network	-0.2947	-0.0978	8	587	716	17	2016.1176
4869	continuous path	-0.3205	0.0716	8	88	134	3	2015
4870	continuous phase	-0.5871	-0.4797	3	771	1108	27	2014.8519
4871	continuous process	0.4889	-0.3226	5	111	119	3	2010.6667
4872	continuous reduction	1.2954	-0.1062	2	140	192	6	2007
4873	continuous reduction technology	1.1956	-0.1204	2	51	87	4	2009.25
4874	continuum	-0.0788	-0.9519	4	493	732	17	2016.8235
4875	continuum mechanic	-0.0806	-0.7605	4	396	574	15	2018.6
4876	continuum medium	-0.1274	-1.456	4	164	291	7	2012
4877	continuum model	-0.0336	-0.626	4	415	578	15	2015.5333
4878	continuum theory	-0.0274	-0.709	4	337	428	11	2015
4879	contour plot	-0.3976	-0.9709	4	110	142	4	2015.5
4880	contraction	-0.3682	0.2023	1	461	560	14	2015.5714
4881	contradiction	0.302	-0.4752	4	265	295	7	2019.5714
4882	contrarily	-0.3587	0.0775	1	210	233	6	2015.3333
4883	contrary	0.1351	-0.2869	3	1749	2894	68	2016.0441
4884	contrast	0.1276	-0.0736	2	5367	13016	331	2014.9426
4885	contrast ratio	-0.3051	0.3931	1	172	208	6	2019.3333
4886	contribute	0.2586	-0.1535	4	725	938	24	2016.75
4887	contribution	0.0691	-0.1152	4	5069	12842	314	2016.6879
4888	contribution ratio	1.0702	-0.8153	2	84	115	3	2019.3333
4889	control	-0.0016	0.0628	4	5148	12326	310	2015.8581
4890	control experiment	-0.4857	0.7095	1	132	150	4	2017.5
4891	control fiber	-0.6289	-0.8111	3	103	116	3	2014
4892	control film	0.4721	-0.1456	9	96	110	3	2020
4893	control group	-0.0483	-0.0372	6	482	622	14	2019.9286
4894	control membrane	-0.7763	0.142	9	150	167	4	2018.75
4895	control parameter	0.6633	-0.5902	2	102	106	3	2012
4896	control sample	-0.1463	-0.2322	10	919	1403	34	2017.2941
4897	control specimen	-0.108	-1.095	10	130	158	4	2020.75
4898	controllability	-0.0651	0.4624	1	368	425	8	2017.875
4899	controllable composition	-0.0142	0.8001	8	191	214	5	2014.8
4900	controllable growth	-0.0132	0.5189	1	80	83	3	2014.3333
4901	controllable method	-0.2011	0.2535	8	140	152	4	2018.25
4902	controllable microstructure	-0.134	0.5614	1	385	479	13	2015.7692
4903	controllable morphology	-0.1524	0.7562	1	152	163	5	2018.6
4904	controllable parameter	0.517	-0.443	2	113	117	3	2020.3333
4905	controllable pore size	-0.4773	-0.1096	4	90	132	4	2018.75
4906	controllable preparation	-0.704	0.3941	1	100	105	3	2017.3333
4907	controllable property	-0.2464	-0.4859	3	74	96	4	2013.25
4908	controllable synthesis	-0.1725	0.6613	1	406	491	14	2018.2857
4909	controlled amount	-0.3536	0.2396	9	221	244	5	2018
4910	controlled atmosphere	0.9189	-0.2087	2	172	217	7	2015.4286
4911	controlled composition	-0.0272	0.2304	6	188	199	5	2015.8
4912	controlled condition	-0.1908	0.2465	11	329	437	10	2015.3
4913	controlled crystallization	0.7382	0.1143	2	128	174	5	2012.8
4914	controlled experiment	0.1212	0.6573	1	101	108	3	2016
4915	controlled growth	0.0772	0.9644	1	259	340	8	2012.625
4916	controlled microstructure	0.1251	0.0211	2	389	452	13	2014.3077
4917	controlled morphology	-0.2337	-0.1456	4	371	421	10	2013.4
4918	controlled release	-0.4678	-0.1755	6	424	543	14	2018.7857
4919	controlled structure	0.1641	0.1935	4	110	188	5	2020.4
4920	controversy	0.266	-0.17	5	89	90	3	2018.6667
4921	convenient approach	-0.4856	0.169	8	125	131	3	2018.6667
4922	convenient method	-0.3247	0.3309	7	411	517	13	2017.1538
4923	conventional al	1.4488	-0.7138	2	79	135	3	2015.3333
4924	conventional approach	-0.2784	0.4228	1	209	229	7	2017.2857
4925	conventional cathode	1.0593	0.0449	2	45	63	3	2004.6667
4926	conventional characterization technique	-0.0162	-0.4728	4	105	140	4	2018.25
4927	conventional coating	0.9342	-0.3753	5	127	173	5	2005.6
4928	conventional composite	-0.2743	-0.5914	3	409	505	13	2012.4615
4929	conventional counterpart	0.8594	-0.427	2	147	159	4	2011.25
4930	conventional extrusion	-0.7399	-0.9575	3	122	132	3	2019
4931	conventional fiber	-0.0989	-0.7856	4	88	94	3	2017.3333
4932	conventional filler	-0.4921	-0.6672	3	92	100	3	2017.3333
4933	conventional glass fiber composite	-0.4291	-1.1024	10	73	126	3	2020.3333
4934	conventional heat treatment	1.1359	0.566	2	88	165	6	2006.5
4935	conventional hydrogel	-0.6384	-0.1416	6	169	303	6	2016.8333
4936	conventional injection molding	-0.3412	-0.6892	3	156	210	6	2017.6667
4937	conventional material	0.1597	-0.7124	4	609	836	18	2015.6111
4938	conventional mechanical probe	0.892	0.5489	5	125	179	6	2014
4939	conventional melt	0.6945	0.0395	2	161	180	4	2014.5
4940	conventional melt mixing	-0.5213	-0.6231	3	201	255	6	2015.5
4941	conventional metal	0.1324	0.9116	1	104	150	4	2016.25
4942	conventional method	-0.0271	-0.1042	4	683	886	25	2016.16
4943	conventional microcomposite coating	0.8846	-0.4698	5	54	136	4	2005.5
4944	conventional microcrystalline titanium	0.8299	-0.2846	6	139	249	6	2011.1667
4945	conventional mixed oxide method	-0.1153	0.4214	7	48	80	3	2015
4946	conventional mixing	0.2939	-0.5101	3	158	176	4	2013.75
4947	conventional nanocomposite	-0.7176	-0.314	7	46	66	3	2015.3333
4948	conventional ni p coating	1.3548	-0.0234	5	76	96	3	2014.6667
4949	conventional polymer	-0.4365	-0.2228	7	172	192	6	2012.6667
4950	conventional powder	0.646	0.226	2	118	123	4	2014
4951	conventional powder metallurgy	1.213	-0.6745	2	94	101	3	2016.3333
4952	conventional powder metallurgy route	0.959	-0.8831	2	100	128	3	2020.3333
4953	conventional process	0.487	-0.1733	2	100	109	4	2014
4954	conventional processing method	-0.5193	-0.7913	4	83	133	3	2016.6667
4955	conventional processing route	0.9389	0.019	2	71	144	4	2007
4956	conventional sintered sample	0.599	0.1043	2	67	102	3	2011.6667
4957	conventional sintering	0.8765	-0.2981	2	383	528	15	2014.0667
4958	conventional synthesis	0.2544	-0.2378	4	68	113	3	2013.3333
4959	conventional technique	-0.0221	0.0455	2	274	334	9	2013.4444
4960	conventional thoriated tungsten cathode	1.1733	-0.0801	2	34	56	3	2002.6667
4961	conventionally	0.2626	-0.296	3	193	235	6	2015
4962	convergence	0.3323	-0.2896	4	327	446	10	2019.3
4963	conversion	-0.2339	0.3097	1	2746	5150	129	2016.3721
4964	conversion efficiency	-0.158	0.8033	1	819	1276	35	2016.1429
4965	conversion performance	-0.4225	0.6978	1	269	311	9	2018.8889
4966	conversion reaction	-0.0674	0.7316	1	100	106	3	2015
4967	coo	-0.0035	0.6437	1	458	585	15	2015.4667
4968	coo phase	0.498	0.5781	2	102	107	3	2003.6667
4969	cooh	-0.4444	-0.1192	4	1065	1690	40	2017.3
4970	cooh group	-0.1157	-0.2749	10	267	310	7	2015.1429
4971	cooh mwcnts	-0.5153	-0.8133	3	110	128	3	2017
4972	cooling	0.2914	-0.3257	2	855	1169	30	2014.6667
4973	cooling process	0.3892	-0.3895	2	165	186	6	2013.3333
4974	cooling rate	0.59	-0.2621	2	994	1606	43	2013.3953
4975	cooperation	-0.2435	0.3838	8	234	262	7	2018.5714
4976	cooperative effect	0.2117	0.6634	1	130	166	5	2010.4
4977	coordination	-0.4397	0.1786	6	859	1131	28	2016.9286
4978	copc	-0.3837	0.7785	1	104	115	3	2018
4979	copolymer	-0.7373	-0.2329	3	3462	8853	221	2015.1765
4980	copolymer chain	-0.7936	-0.2755	6	259	373	8	2015.125
4981	copolymer composite	-1.0017	0.5364	13	246	332	7	2018.2857
4982	copolymer film	-0.6359	-0.0239	3	203	225	6	2010.3333
4983	copolymer functionalization	-1.0842	-0.0345	3	82	149	3	2022.3333
4984	copolymer matrix	-0.637	-0.1002	3	693	1067	26	2014.9615
4985	copolymer nanocomposite	-0.8138	0.1146	13	516	756	16	2016.875
4986	copolymerization	-0.7692	-0.0274	3	928	1583	41	2014.561
4987	copper	0.5517	-0.0316	2	3739	9471	252	2015.2817
4988	copper alloy	0.6398	-0.4543	9	108	128	5	2011.2
4989	copper alumina	-0.8613	0.4361	13	408	763	14	2021.9286
4990	copper alumina nanocomposite	-0.8054	0.4169	13	221	270	5	2021.2
4991	copper alumina nanoparticle	-0.8995	0.4498	13	132	157	3	2022.6667
4992	copper coating	0.7161	-0.2197	5	184	217	6	2015.6667
4993	copper composite	0.8306	-0.2361	2	235	280	8	2014.75
4994	copper concentration	0.6448	0.7206	5	168	187	6	2011.6667
4995	copper content	0.863	0.3274	5	356	453	12	2013.3333
4996	copper deposition	1.0097	-0.104	2	187	243	6	2011.3333
4997	copper electrode	-0.5013	0.1506	8	126	134	4	2014
4998	copper foam	0.1933	-0.1679	4	146	166	5	2017.2
4999	copper grain	0.8387	-0.1476	2	128	139	4	2013.5
5000	copper graphite composite	0.5402	-0.3635	2	49	65	3	2010.6667
5001	copper ion	-0.0395	0.5548	1	359	445	12	2014.9167
5002	copper matrix	0.9422	-0.3313	2	1225	2638	73	2015.5616
5003	copper matrix composite	0.841	-0.3341	2	402	628	17	2017.5882
5004	copper matrix nanocomposite	0.8035	-0.438	2	410	615	19	2016.2632
5005	copper mesh	0.0312	-0.1747	4	142	150	4	2017.5
5006	copper metal	0.4747	0.0951	5	95	101	3	2009
5007	copper metal matrix	1.142	-0.3477	5	80	122	3	2019.3333
5008	copper mold casting	1.0515	-0.0368	2	200	325	11	2009.7273
5009	copper mold casting technique	1.3251	0.5299	2	68	88	3	2011.6667
5010	copper mold suction casting	1.2567	0.3226	2	87	119	4	2014.75
5011	copper nanocomposite	0.431	-0.2378	2	756	1163	34	2015.8824
5012	copper nanocomposite coating	0.8625	0.0802	5	78	85	3	2015.6667
5013	copper nanoparticle	-0.0283	0.4731	1	620	884	24	2016.6667
5014	copper nanowire	-0.7017	0.0583	8	220	284	9	2014.8889
5015	copper nitrate	0.6082	0.2484	2	251	308	8	2016.125
5016	copper nitrate cu	0.5581	0.42	1	117	131	3	2018
5017	copper oxide	-0.0668	0.5891	1	895	1355	33	2019.0303
5018	copper oxide nanocomposite	0.0619	0.8613	1	172	192	5	2019.4
5019	copper oxide nanoparticle	-0.6478	0.4207	1	359	485	12	2018.75
5020	copper particle	0.6484	-0.2533	2	246	292	9	2014.3333
5021	copper phthalocyanine	-0.3126	0.728	1	215	268	8	2015.5
5022	copper phthalocyanine oligomer	-0.8828	0.1021	7	76	113	4	2010.75
5023	copper plate	0.7008	-0.094	2	152	158	5	2014.2
5024	copper powder	0.8066	-0.4317	2	332	394	10	2017.9
5025	copper sample	0.9199	-0.2702	2	84	87	3	2011.3333
5026	copper silica nanocomposite	-0.0072	0.5625	1	90	100	3	2000.3333
5027	copper source	0.0377	0.7779	1	87	91	3	2013.3333
5028	copper substrate	0.7555	0.0055	12	680	1132	31	2016.2258
5029	copper sulfide	-0.4375	0.7047	1	232	280	7	2016
5030	copper surface	0.3458	0.4642	1	156	166	5	2017.2
5031	copper target	0.8413	0.3925	5	96	104	3	2011.3333
5032	copper wire	0.1136	0.0058	8	82	168	6	2005.6667
5033	coprecipitation	-0.1998	0.5783	1	528	744	18	2015.5556
5034	coprecipitation method	-0.2361	0.705	1	766	1161	33	2015.9394
5035	coprecipitation synthesis	0.1632	0.6317	1	91	99	3	2016.6667
5036	copt	0.8775	0.4376	2	178	215	5	2005.8
5037	copt film	0.831	0.6078	2	113	133	4	2006.75
5038	core	-0.1917	0.2226	1	3714	7921	214	2015.4673
5039	core component	0.4474	-0.371	2	147	152	3	2020.3333
5040	core layer	-0.3325	-0.8487	3	107	111	3	2016.6667
5041	core material	-0.3128	0.1547	1	724	985	24	2018.0833
5042	core region	-0.3028	0.0164	3	152	209	7	2015.8571
5043	core shell	-0.143	0.4157	1	1956	3444	96	2016.6146
5044	core shell composite	-0.1401	0.8055	1	326	474	13	2015.4615
5045	core shell concept	0.5378	0.7156	7	83	162	3	2012.3333
5046	core shell microstructure	-0.3275	0.0035	6	353	481	14	2014.5
5047	core shell morphology	-0.346	0.1135	6	336	474	11	2013.1818
5048	core shell nanocomposite	-0.192	0.6526	1	1061	1752	45	2016.7333
5049	core shell nanoparticle	-0.1029	0.4024	1	682	933	25	2017.24
5050	core shell nanostructure	-0.2448	0.6406	1	585	785	22	2015.5455
5051	core shell particle	-0.4182	-0.1543	3	293	374	10	2015.7
5052	core shell structure	-0.1404	0.5506	1	2209	4264	116	2015.9052
5053	core shell type	-0.5628	0.45	7	118	123	3	2017
5054	core template	-0.3807	0.9543	1	75	123	3	2019
5055	coreshell	-0.4301	0.6065	8	498	648	16	2020.625
5056	coreshell microstructure	-0.148	0.5691	1	130	142	4	2017.25
5057	coreshell nanoparticle	-0.135	0.688	1	241	279	8	2017.625
5058	coreshell structure	-0.3248	0.6307	8	559	785	19	2020.3684
5059	corn	-0.777	-0.138	6	100	106	3	2017.6667
5060	corn starch	-0.2232	-0.7723	4	224	316	6	2021.6667
5061	corner	0.6391	-0.0509	2	332	397	11	2011.1818
5062	corona	-0.7279	-0.132	7	442	734	20	2014.3
5063	corona aging	-0.6126	-0.1395	7	83	159	5	2012.8
5064	corona discharge	-0.7573	-0.0158	7	159	210	5	2019.6
5065	corona resistance	-0.6931	-0.0263	7	264	506	14	2013.5
5066	corona resistance lifetime	-1.3464	-0.2527	7	63	105	3	2020.3333
5067	corona resistance property	-0.9181	-0.11	7	77	120	3	2018
5068	corona resistant lifetime	-1.1199	-0.0033	7	134	202	5	2018.6
5069	corotating	-0.7143	-0.891	3	173	209	6	2013
5070	corotating twin screw extruder	-0.7275	-0.7428	3	74	107	3	2020.3333
5071	correctness	-0.1307	-1.0133	4	195	226	6	2019.5
5072	correlate	0.1741	-0.2968	8	296	333	9	2012.8889
5073	correlated barrier	-0.5532	0.7372	1	430	583	13	2018.1538
5074	correlated barrier hopping	-0.4951	0.7072	1	522	839	20	2017.2
5075	correlated barrier hopping model	-0.8635	0.8827	1	109	125	3	2016.3333
5076	correlated color temperature	-0.3301	0.4617	1	114	120	3	2019.6667
5077	correlation	0.0504	-0.1367	3	5753	15611	387	2015.0568
5078	correlation coefficient	-0.528	0.1497	1	320	362	9	2016.6667
5079	correlation length	0.559	0.226	5	248	290	8	2005
5080	correspond	0.0209	0.1351	1	1217	1799	43	2015.5581
5081	correspondence	-0.4603	0.0116	7	406	478	10	2014.9
5082	corresponding change	-0.3869	-0.0009	7	293	359	9	2011.8889
5083	corresponding coating	0.5001	0.2577	5	147	155	3	2019
5084	corresponding composite	0.3958	-0.2659	4	248	280	8	2014.125
5085	corresponding decrease	0.1563	-0.258	8	170	176	4	2012.25
5086	corresponding device	-0.2793	0.67	1	137	148	4	2018.5
5087	corresponding dielectric loss	-0.8572	0.1098	7	61	90	3	2017.6667
5088	corresponding elastic modulus	0.905	0.2137	5	112	122	3	2018.3333
5089	corresponding experimental data	0.1127	-0.7895	4	83	124	3	2017.6667
5090	corresponding experimental result	-0.5889	-0.286	7	74	107	3	2017
5091	corresponding fracture surface	-0.1509	-0.882	3	127	150	3	2009.3333
5092	corresponding increase	-0.234	-0.5215	3	496	687	15	2015.6
5093	corresponding mechanical behavior	1.1816	0.2698	5	99	151	3	2006
5094	corresponding mechanical property	0.4116	-0.9113	4	242	335	7	2017.7143
5095	corresponding mechanism	0.0664	0.2679	5	161	173	6	2014.8333
5096	corresponding microstructure	0.4353	-0.1784	2	488	578	15	2016.8
5097	corresponding nanocomposite	-0.2854	-0.3599	3	530	756	19	2015.6842
5098	corresponding one	0.3352	-0.7119	4	145	151	4	2011.75
5099	corresponding parameter	-0.5547	0.2412	7	162	167	4	2020.5
5100	corresponding property	-0.3617	-0.7521	10	174	197	5	2013.6
5101	corresponding rule	-0.1045	-1.6708	4	62	139	3	2013.3333
5102	corresponding salt	-0.4583	0.5451	1	117	121	3	2012.6667
5103	corresponding sample	-0.364	1.4338	1	140	251	3	2021
5104	corresponding structure	-0.2586	0.5448	1	128	136	3	2012
5105	corresponding thickness	-0.5733	0.64	8	92	105	3	2021.6667
5106	corresponding value	-0.4435	-0.2967	7	488	689	17	2015.7059
5107	correspondingly	0.1661	0.3624	1	667	997	22	2017.1818
5108	corroded sample	0.8073	-0.047	5	151	161	4	2016
5109	corroded surface	0.65	-0.0402	5	199	228	5	2018.8
5110	corrosion	0.5435	0.0012	5	3339	8695	214	2018.6308
5111	corrosion behavior	0.811	-0.036	5	2071	5217	136	2018.3897
5112	corrosion behaviour	0.8364	-0.042	5	707	1190	31	2017.4516
5113	corrosion characteristic	0.8818	-0.0023	5	294	371	10	2018.9
5114	corrosion current	0.6381	-0.5228	5	179	200	5	2018.6
5115	corrosion current density	0.7745	0.1166	5	1313	2752	69	2019.2319
5116	corrosion damage	0.367	-0.0511	5	165	176	3	2020
5117	corrosion environment	0.8764	-0.0669	5	174	184	4	2018.25
5118	corrosion experiment result	0.7109	-0.455	5	92	99	3	2021.3333
5119	corrosion inhibition	0.0808	-0.1245	6	236	254	5	2020.2
5120	corrosion inhibitor	0.4867	0.0422	5	150	177	4	2020
5121	corrosion mechanism	0.6879	0.0321	5	377	471	12	2019.9167
5122	corrosion performance	0.7306	-0.0012	5	797	1237	34	2018.2647
5123	corrosion potential	0.8652	0.053	5	841	1464	35	2017.2857
5124	corrosion process	0.554	0.2128	5	289	358	9	2018.6667
5125	corrosion product	0.4998	-0.1779	5	515	772	18	2018.0556
5126	corrosion properties	0.9544	-0.2619	5	158	186	5	2020.4
5127	corrosion property	0.9232	-0.084	5	1494	3191	84	2017.0952
5128	corrosion protection	0.3433	0.099	5	987	1684	38	2019.5789
5129	corrosion protection performance	0.5072	0.3178	5	242	321	7	2018.8571
5130	corrosion protection property	0.6863	-0.2405	5	255	317	8	2016.75
5131	corrosion protective coating	-0.2959	0.1261	5	87	129	3	2016
5132	corrosion rate	0.6744	-0.1669	5	1579	3276	81	2018.8765
5133	corrosion resistance	0.7523	0.0104	5	4708	16516	432	2017.9931
5134	corrosion resistance increase	0.9694	-0.0552	5	135	145	4	2012.5
5135	corrosion resistance performance	0.5485	-0.0194	5	189	219	6	2019
5136	corrosion resistance property	0.6986	0.0518	5	575	859	23	2017.6522
5137	corrosion resistant	0.8502	-0.1799	6	305	426	11	2017.1818
5138	corrosion study	0.7214	-0.0128	5	247	342	9	2019
5139	corrosion test	0.7147	-0.1794	5	733	1109	29	2017.7241
5140	corrosion test result	0.8752	-0.0134	5	183	208	5	2020.6
5141	corrosion testing	0.8289	0.008	5	239	364	8	2018.875
5142	corrosive condition	0.7624	-0.1591	5	180	192	4	2017
5143	corrosive electrolyte	0.6738	0.1695	5	77	83	3	2014.6667
5144	corrosive environment	0.6729	0.1456	5	464	660	15	2018.5333
5145	corrosive gase	0.8699	0.6408	5	110	164	3	2013.3333
5146	corrosive ion	0.5862	0.2986	5	149	217	4	2020.75
5147	corrosive liquid	0.825	0.0898	5	105	109	3	2018.6667
5148	corrosive medium	0.5858	0.0763	5	409	505	11	2019.5455
5149	cortical bone	0.0644	-0.4238	6	278	348	9	2013.7778
5150	corundum	0.5902	0.0772	2	224	247	6	2015.8333
5151	cos2	-0.2124	0.8502	1	103	107	3	2018.3333
5152	cosb	0.3949	0.4781	11	133	149	4	2014.25
5153	cosb3	0.5937	0.3094	11	94	143	5	2009
5154	cosn	-0.0256	0.9029	1	91	96	3	2016.3333
5155	cosolvent	-0.7182	-0.3611	3	148	172	5	2007.2
5156	cosputtering	0.8869	0.5832	2	356	510	17	2007.5882
5157	cost	-0.0898	0.035	8	3324	6629	153	2017.5294
5158	cost effective approach	-0.5174	0.4327	7	243	305	8	2019.625
5159	cost effective method	0.0799	0.0975	2	366	428	12	2019.0833
5160	cost effective route	0.1133	0.4067	6	118	126	4	2016.5
5161	cost effectiveness	-0.1812	-0.5423	10	544	754	16	2018.9375
5162	cotton	-0.405	0.4936	1	490	628	16	2016.75
5163	cotton fabric	-0.517	0.3161	9	365	515	12	2017.1667
5164	coulomb blockade effect	-0.4454	0.652	1	132	186	5	2014
5165	coulomb efficiency	-0.2631	0.9726	1	194	216	6	2020.6667
5166	coulombic efficiency	-0.0549	0.7461	1	654	976	26	2018.7308
5167	counter	-0.4885	-0.9915	12	173	249	5	2015.4
5168	counter electrode	-0.1522	0.8566	1	645	1038	28	2016.75
5169	counter surface	0.8018	-0.1997	5	222	253	6	2013.5
5170	counterface	0.9655	0.0606	5	278	342	8	2009.875
5171	counterion	-0.7965	-0.1614	6	307	354	7	2013.2857
5172	counterpart	0.0743	-0.1512	3	3411	6753	168	2015.869
5173	country	0.0521	-0.5832	4	149	204	4	2011.25
5174	couple	0.1011	0.0169	4	843	1053	29	2014.2414
5175	couple stress	-0.1273	-0.9805	4	100	162	4	2019.25
5176	couple stress theory	-0.047	-1.0752	4	245	408	11	2021.5455
5177	coupling	-0.0147	0.3659	1	2418	4250	110	2015.9091
5178	coupling agent	-0.5805	-0.4458	3	1041	1896	53	2013.7736
5179	coupling decomposition algorithm	-0.6564	-0.1405	12	100	147	4	2019.75
5180	coupling effect	0.2161	0.2389	1	582	732	19	2017.3158
5181	course	0.0419	-0.1712	3	745	1004	24	2015
5182	covalent bond	-0.3835	-0.1346	3	1070	1726	45	2015.5333
5183	covalent bond formation	-0.8261	-0.1656	4	99	105	3	2007
5184	covalent bonding	-0.5577	-0.1062	3	587	768	21	2014.5238
5185	covalent bonding interaction	-1.0175	-0.1831	3	58	115	3	2020.3333
5186	covalent functionalization	-0.4748	-0.1547	10	344	484	12	2017.5833
5187	covalent grafting	-0.6778	0.1993	1	139	176	6	2015.3333
5188	covalent incorporation	-0.6447	0.1518	3	101	107	3	2019
5189	covalent interaction	-0.7801	-0.0162	3	348	419	10	2018.3
5190	covalent linkage	-0.5966	0.3408	6	163	169	4	2017.5
5191	covalent organic framework	-0.4376	0.5644	1	97	104	3	2021
5192	cover	-0.1315	0.1811	4	291	328	8	2015.875
5193	coverage	-0.1408	0.3338	1	965	1249	32	2016.3438
5194	cox	0.5481	0.3947	2	156	170	5	2011
5195	cpa	-0.8673	0.0882	3	74	88	3	2011.3333
5196	cpb	-0.5599	0.1121	7	130	133	3	2019
5197	cpc	-0.5854	-0.2659	3	796	1234	30	2018.3
5198	cpd	0.3421	0.7146	1	105	112	3	2017.3333
5199	cpe	-0.6622	0.4577	1	457	623	16	2016.3125
5200	cpe matrix	-0.8248	0.1025	3	148	171	4	2017.25
5201	cpn	-0.5141	-0.6093	3	206	245	5	2015
5202	cpnc	-0.4858	-0.2855	8	236	307	7	2020.1429
5203	cpns	-0.4362	-0.5757	3	132	139	3	2015.3333
5204	cqd	-0.606	0.4053	6	382	487	12	2020.5833
5205	cqds	-0.6149	0.5779	6	246	304	7	2020.5714
5206	cr addition	1.1828	0.2971	2	169	194	5	2008.8
5207	cr b n coating	1.2679	0.4147	5	109	154	4	2012
5208	cr concentration	0.5015	0.5595	5	88	98	3	2011.3333
5209	cr content	1.0099	0.3994	2	252	306	8	2005.875
5210	cr layer	0.9514	0.2648	5	154	199	6	2014
5211	cr nanocomposite	0.2779	-0.3347	5	225	315	9	2010.4444
5212	cr nanoparticle	0.9276	0.163	5	115	141	5	2011.4
5213	cr particle	1.081	-0.1064	5	101	141	5	2014.2
5214	cr si n coating	1.3468	0.324	5	246	363	10	2010.1
5215	cr si n film	1.1687	0.3428	5	157	190	6	2011.3333
5216	cr si n nanocomposite coating	1.5158	0.4219	5	126	163	5	2011.4
5217	cr target	1.233	0.2448	5	196	278	8	2012
5218	cr2n	0.9917	0.1906	5	190	230	6	2015.1667
5219	cr2o	0.787	0.2792	2	130	142	4	2011.75
5220	cr2o3	0.5811	0.3063	5	810	1195	30	2014.6667
5221	cr2o3 nanoparticle	0.0834	0.6	1	269	332	8	2019.375
5222	cr3	-0.1299	0.8578	1	134	142	4	2012.5
5223	cr3c2	0.923	-0.1966	2	314	408	12	2014
5224	cr3c2 nanocomposite	0.9474	-0.2467	2	143	178	6	2015.6667
5225	cr6	0.2333	0.8896	1	101	138	4	2013.5
5226	crab shell	-0.3188	-0.2041	6	109	114	3	2014.6667
5227	crack	0.4573	-0.2703	5	3730	8673	225	2015.7867
5228	crack branching	0.6178	-0.7376	4	322	535	13	2017.4615
5229	crack bridging	0.6315	-0.5407	2	966	1901	51	2014.7647
5230	crack bridging mechanism	0.3367	-0.7697	4	155	165	4	2015.25
5231	crack deflection	0.6302	-0.5325	2	1287	2542	69	2013.6377
5232	crack density	0.797	0.204	5	101	108	3	2012
5233	crack formation	0.5007	-0.1254	5	354	409	10	2017.1
5234	crack growth	0.3474	-0.5913	4	673	958	26	2013.7308
5235	crack growth behavior	-0.2913	-0.8494	3	69	122	3	2011.6667
5236	crack growth resistance	0.7156	-0.5948	2	185	236	7	2008
5237	crack initiation	0.4476	-0.6524	2	516	650	14	2012.5
5238	crack length	0.3691	-0.6014	2	233	292	7	2010.7143
5239	crack path	0.2161	-0.6947	2	232	312	7	2013
5240	crack pinning	0.1191	-0.5842	4	222	267	6	2013.3333
5241	crack propagation	0.2628	-0.6116	4	1190	2046	53	2014.1132
5242	crack propagation path	0.8012	-0.5306	2	183	215	5	2020.2
5243	crack resistance	-0.1314	-0.5923	4	229	257	7	2015.8571
